%	reads	taxReads	kmers	dup	cov	taxID	rank	taxName
0.07399	99	99	8694930	3.85	NA	0	no rank	unclassified
99.93	133705	0	72983	590	2.165e-06	1	no rank	root
99.45	133069	0	72046	567	2.158e-06	131567	no rank	  cellular organisms
99.45	133068	92	71751	568	2.399e-06	2	superkingdom	    Bacteria
53.82	72008	71	30224	381	2.669e-06	1783272	clade	      Terrabacteria group
52.16	69797	229	24049	451	5.691e-06	1239	phylum	        Firmicutes
39.64	53045	4	13231	471	1.375e-05	186801	class	          Clostridia
39.64	53038	1258	12945	479	1.497e-05	186802	order	            Eubacteriales
25.2	33722	288	3260	1.24e+03	2.947e-05	216572	family	              Oscillospiraceae
13.96	18681	9114	577	3.15e+03	0.0001299	2892396	genus	                Vescimonas
6.255	8370	8370	96	2.67e+03	4.458e-05	2714353	species	                  Vescimonas fastidiosa
0.8946	1197	1197	350	604	0.0001606	2714355	species	                  Vescimonas coprocola
4.476	5989	0	125	1.65e+03	5.348e-05	2842531	genus	                Solibaculum
4.476	5989	5989	125	1.65e+03	5.348e-05	2780922	species	                  Solibaculum mannosilyticum
3.221	4310	3278	390	921	1.455e-05	216851	genus	                Faecalibacterium
0.7713	1032	1032	120	107	1.386e-05	853	species	                  Faecalibacterium prausnitzii
0.9357	1252	0	193	461	6.039e-05	2591381	genus	                Dysosmobacter
0.9357	1252	1252	193	461	6.039e-05	2093857	species	                  Dysosmobacter welbionis
0.8871	1187	49	424	204	4.508e-05	1263	genus	                Ruminococcus
0.6338	848	848	97	386	4.214e-05	2564099	species	                  Ruminococcus bovis
0.213	285	285	268	106	9.431e-05	1160721	species	                  Ruminococcus bicirculans
0.003737	5	0	21	29.2	4.93e-06	1264	species	                  Ruminococcus albus
0.003737	5	5	21	29.2	4.93e-06	697329	strain	                    Ruminococcus albus 7 = DSM 20455
0.4671	625	0	186	666	4.459e-05	1905344	genus	                Ruthenibacterium
0.4671	625	625	186	666	4.459e-05	1550024	species	                  Ruthenibacterium lactatiformans
0.2952	395	23	137	361	2.782e-05	2834348	genus	                Caproicibacterium
0.1801	241	241	64	97.6	3.21e-05	2666138	species	                  Caproicibacterium lactatifermentans
0.0979	131	131	32	332	1.099e-05	2766537	species	                  Caproicibacterium amylolyticum
0.2407	322	0	175	232	2.322e-05	946234	genus	                Flavonifractor
0.2407	322	322	175	232	2.322e-05	292800	species	                  Flavonifractor plautii
0.2018	270	0	194	179	6.07e-05	2892397	genus	                Pusillibacter
0.2018	270	270	194	179	6.07e-05	2714358	species	                  Pusillibacter faecalis
0.1951	261	0	109	183	3.383e-05	244127	genus	                Anaerotruncus
0.1951	261	261	109	183	3.383e-05	169435	species	                  Anaerotruncus colihominis
0.05605	75	0	83	74.6	2.781e-05	253238	genus	                Ethanoligenens
0.05605	75	75	83	74.6	2.781e-05	253239	species	                  Ethanoligenens harbinense
0.02242	30	1	54	16.9	4.792e-06	35829	genus	                Acetivibrio
0.02167	29	29	37	24.2	1.183e-05	1677857	species	                  Acetivibrio saccincola
0.01868	25	0	49	20.8	2.93e-05	236752	genus	                Fastidiosipila
0.01868	25	25	49	20.8	2.93e-05	236753	species	                  Fastidiosipila sanguinis
0.005979	8	0	50	6.46	2.88e-05	1637257	genus	                Mageeibacillus
0.005979	8	0	50	6.46	2.88e-05	884684	species	                  Mageeibacillus indolicus
0.005979	8	8	50	6.46	2.88e-05	699246	strain	                    Mageeibacillus indolicus UPII9-5
0.002989	4	0	26	9.35	5.92e-06	2304693	genus	                Pseudoclostridium
0.002989	4	4	26	9.35	5.92e-06	84032	species	                  Pseudoclostridium thermosuccinogenes
7.642	10225	591	4697	175	2.525e-05	186803	family	              Lachnospiraceae
1.58	2114	890	365	94.4	1.052e-05	572511	genus	                Blautia
0.5575	746	0	48	370	6.4e-06	2648079	no rank	                  unclassified Blautia
0.5575	746	746	48	370	2.362e-05	2479767	species	                    Blautia sp. SC05B48
0.3027	405	405	46	106	1.354e-05	2779518	species	                  Blautia liquoris
0.02541	34	34	63	6.98	2.088e-05	1912897	species	                  Blautia argi
0.01644	22	22	69	19.6	3.383e-05	1737424	species	                  Blautia massiliensis
0.01046	14	14	16	12.4	1.885e-06	33035	species	                  Blautia producta
0.002242	3	0	1	4	3.712e-07	1322	species	                  Blautia hansenii
0.002242	3	3	1	4	3.712e-07	537007	strain	                    Blautia hansenii DSM 20583
1.567	2097	0	1021	160	0.0003128	2944193	genus	                Simiaoa
1.567	2097	2097	1021	160	0.0003128	2763672	species	                  Simiaoa sunii
0.861	1152	0	199	260	7.475e-06	1506553	genus	                Lachnoclostridium
0.4693	628	628	111	108	1.411e-05	29347	species	                  [Clostridium] scindens
0.367	491	491	34	177	7.064e-06	89153	species	                  [Clostridium] hylemonae
0.01495	20	0	22	1.52e+03	4.617e-06	66219	species	                  Lachnoclostridium phytofermentans
0.01495	20	20	22	1.52e+03	4.617e-06	357809	strain	                    Lachnoclostridium phytofermentans ISDg
0.008221	11	11	14	16.8	4.303e-06	1871021	species	                  Lachnoclostridium phocaeense
0.001495	2	0	18	4.5	3.045e-06	2608895	no rank	                  unclassified Lachnoclostridium
0.001495	2	2	18	4.5	3.045e-06	1834196	species	                    Lachnoclostridium sp. YL32
0.8004	1071	0	288	392	4.898e-05	33042	genus	                Coprococcus
0.494	661	0	141	545	4.792e-05	33043	species	                  Coprococcus eutactus
0.494	661	661	141	545	4.792e-05	411474	strain	                    Coprococcus eutactus ATCC 27759
0.3064	410	410	147	245	5.007e-05	410072	species	                  Coprococcus comes
0.5897	789	0	347	259	0.0001266	28050	genus	                Lachnospira
0.5897	789	789	347	259	0.0001266	39485	species	                  Lachnospira eligens
0.4783	640	317	199	146	1.936e-05	841	genus	                Roseburia
0.1667	223	0	12	234	3.694e-06	166486	species	                  Roseburia intestinalis
0.1667	223	223	12	234	3.694e-06	536231	strain	                    Roseburia intestinalis L1-82
0.07474	100	100	85	34.6	2.65e-05	301301	species	                  Roseburia hominis
